Age,Years at address,Employment status,Country,Current debt,Income,Own home,CCJs,Loan amount,Outcome
60,16,Unemployed,UK,2630,37000,Own,0,30007,Paid
57,37,Self Employed,UK,7490,14000,Mortgage,1,7084,Paid
60,21,Self Employed,UK,8630,40000,Own,3,22494,Defaulted
34,16,Self Employed,UK,6920,40000,Own,0,9609,Paid
59,12,Unemployed,UK,6310,52000,Own,0,10846,Paid
38,15,Self Employed,UK,0,29000,Own,0,6820,Paid
55,18,Employed,UK,7200,44000,Own,1,42057,Paid
30,3,Self Employed,UK,5780,43500,Rent,3,20719,Defaulted
45,20,Unemployed,UK,2620,49500,Mortgage,2,13360,Paid
39,9,Unemployed,UK,3180,45000,Own,0,11591,Paid
78,2,Self Employed,UK,4560,49500,Mortgage,1,22055,Paid
40,6,Employed,UK,3650,35500,Own,2,27001,Paid
63,1,Unemployed,UK,7620,53000,Mortgage,0,52245,Defaulted
65,11,Unemployed,UK,1780,32000,Mortgage,0,31235,Defaulted
38,21,Self Employed,UK,90,47500,Rent,2,32337,Defaulted
22,4,Self Employed,UK,4650,48500,Mortgage,0,3003,Paid
37,14,Self Employed,UK,6470,43500,Mortgage,1,23900,Paid
64,1,Self Employed,UK,60,46500,Mortgage,0,35463,Defaulted
34,10,Self Employed,UK,250,48500,Mortgage,3,16441,Paid
24,6,Employed,UK,8040,54000,Mortgage,0,21969,Defaulted
59,26,Unemployed,UK,9540,45500,Mortgage,1,33265,Defaulted
31,11,Employed,UK,8580,41000,Own,0,36196,Defaulted
63,23,Self Employed,UK,530,46000,Own,1,31368,Paid
83,3,Self Employed,UK,1940,8500,Rent,3,146,Defaulted
26,6,Unemployed,UK,500,50500,Own,0,14673,Paid
36,6,Employed,UK,940,48000,Own,0,7366,Paid
82,4,Self Employed,UK,1350,52000,Mortgage,3,44349,Paid
76,40,Self Employed,UK,8760,21000,Own,3,2968,Defaulted
18,1,Unemployed,UK,7320,41500,Own,2,26073,Defaulted
85,46,Unemployed,UK,200,44000,Rent,1,40081,Paid
21,3,Self Employed,UK,2140,36000,Own,2,12937,Paid
20,1,Self Employed,UK,0,36500,Mortgage,0,28916,Defaulted
66,16,Unemployed,UK,1240,36500,Mortgage,0,26068,Paid
77,57,Unemployed,UK,8420,21000,Own,0,18454,Defaulted
86,53,Self Employed,UK,4540,13500,Own,3,10735,Defaulted
24,3,Unemployed,UK,1620,47000,Own,1,11154,Defaulted
20,1,Self Employed,UK,60,21500,Own,2,10493,Defaulted
66,39,Self Employed,UK,390,22500,Mortgage,1,7581,Defaulted
31,14,Unemployed,UK,2210,33500,Own,1,21818,Paid
62,4,Unemployed,UK,890,52500,Mortgage,0,30113,Paid
50,18,Self Employed,UK,3490,40000,Own,0,9671,Paid
42,1,Self Employed,UK,0,26000,Rent,1,5503,Paid
42,10,Unemployed,UK,3510,40500,Mortgage,1,10787,Defaulted
45,19,Unemployed,Spain,4000,31000,Own,2,27739,Defaulted
65,8,Unemployed,UK,30,51500,Own,1,12382,Paid
40,12,Self Employed,UK,1810,36000,Mortgage,0,27581,Paid
70,31,Unemployed,UK,5430,39000,Own,1,37463,Defaulted
53,31,Unemployed,UK,3670,37500,Mortgage,0,1491,Defaulted
42,17,Unemployed,UK,3440,51500,Mortgage,3,32493,Defaulted
85,8,Self Employed,UK,430,47000,Own,3,24410,Defaulted
47,2,Employed,UK,410,53000,Rent,2,14832,Paid
41,10,Unemployed,UK,1030,47000,Own,3,18887,Defaulted
55,10,Unemployed,UK,5140,41000,Own,3,12976,Paid
77,56,Unemployed,UK,5250,48500,Rent,0,26550,Paid
32,14,Self Employed,UK,4800,25000,Rent,0,24952,Defaulted
88,60,Unemployed,UK,2530,42500,Mortgage,3,5477,Defaulted
46,22,Unemployed,UK,3270,50000,Mortgage,2,12091,Defaulted
86,46,Unemployed,UK,6070,10000,Mortgage,3,1386,Defaulted
21,3,Self Employed,UK,1650,23000,Mortgage,1,8512,Paid
67,19,Unemployed,UK,880,49000,Rent,1,5506,Defaulted
89,37,Employed,UK,8100,32500,Mortgage,1,28292,Defaulted
37,4,Unemployed,UK,2970,51500,Rent,3,19459,Defaulted
55,34,Unemployed,UK,4000,38000,Own,0,25012,Defaulted
53,33,Unemployed,UK,620,22000,Rent,1,1146,Paid
30,3,Unemployed,UK,150,21000,Rent,1,4817,Paid
63,40,Employed,UK,1020,35000,Own,1,19712,Paid
41,18,Unemployed,UK,0,52000,Mortgage,0,43151,Paid
73,11,Unemployed,UK,3240,52000,Mortgage,2,16486,Paid
27,8,Unemployed,UK,50,37500,Own,0,34711,Paid
75,13,Self Employed,UK,40,29000,Mortgage,0,23376,Paid
18,1,Unemployed,UK,810,50000,Mortgage,0,40186,Defaulted
52,18,Self Employed,UK,180,21500,Own,1,5112,Paid
60,40,Unemployed,UK,2990,43000,Mortgage,0,9562,Defaulted
39,11,Self Employed,UK,5020,53000,Own,2,23190,Paid
70,52,Employed,UK,9800,44500,Rent,3,9306,Defaulted
71,10,Employed,UK,100,52000,Own,0,45488,Paid
40,6,Self Employed,UK,8460,51500,Own,0,25520,Defaulted
60,29,Unemployed,UK,1520,25500,Mortgage,1,7099,Defaulted
56,37,Self Employed,UK,7960,46000,Mortgage,0,27188,Paid
83,60,Employed,UK,110,54500,Own,1,24589,Paid
43,13,Self Employed,UK,1330,21000,Mortgage,0,13877,Defaulted
60,26,Self Employed,UK,1050,33500,Mortgage,3,5187,Defaulted
17,1,Self Employed,UK,7140,29500,Own,0,9035,Paid
70,27,Unemployed,UK,5290,51500,Own,3,20966,Paid
48,12,Self Employed,UK,80,51000,Own,0,26021,Defaulted
54,14,Unemployed,UK,2850,21000,Mortgage,1,15980,Defaulted
88,69,Unemployed,UK,2960,34000,Rent,3,28065,Defaulted
28,7,Self Employed,UK,4520,28500,Rent,0,24421,Paid
56,10,Self Employed,UK,6110,36500,Rent,0,23061,Paid
40,17,Unemployed,UK,3480,20000,Rent,2,7226,Defaulted
61,35,Unemployed,UK,2660,52500,Own,0,8835,Paid
45,9,Self Employed,UK,4930,47500,Mortgage,1,11939,Paid
61,25,Self Employed,UK,7900,32000,Own,0,5837,Defaulted
58,38,Self Employed,UK,4060,36000,Mortgage,0,1693,Paid
41,9,Self Employed,UK,480,50500,Own,2,10841,Defaulted
65,30,Unemployed,UK,2250,43000,Mortgage,2,11644,Paid
24,7,Unemployed,UK,450,30500,Own,3,29541,Defaulted
75,15,Self Employed,UK,2680,49000,Rent,0,9345,Paid
23,2,Unemployed,UK,2020,41000,Own,1,15047,Paid
18,1,Unemployed,UK,2500,51500,Mortgage,1,23420,Paid
25,5,Self Employed,UK,3340,53000,Mortgage,2,148,Defaulted
56,5,Unemployed,UK,560,35500,Own,0,7668,Defaulted
26,7,Employed,UK,9640,50500,Own,0,33821,Defaulted
88,44,Unemployed,UK,1750,38500,Own,2,24743,Defaulted
85,65,Unemployed,UK,9430,43000,Rent,0,872,Paid
43,17,Employed,UK,9790,30500,Rent,2,6560,Defaulted
85,51,Self Employed,UK,6390,46000,Own,0,19630,Defaulted
25,8,Employed,UK,60,37000,Mortgage,3,35074,Defaulted
45,20,Employed,UK,30,26000,Own,1,20702,Defaulted
47,5,Unemployed,UK,1130,45000,Mortgage,0,27111,Paid
61,24,Employed,UK,420,30500,Mortgage,2,17895,Paid
69,1,Self Employed,UK,1170,12500,Rent,0,11836,Defaulted
24,5,Unemployed,UK,200,48000,Rent,0,41110,Defaulted
41,6,Unemployed,UK,1330,47500,Mortgage,1,30076,Paid
89,49,Unemployed,UK,8870,40000,Mortgage,1,37329,Defaulted
28,2,Retired,UK,9840,32500,Own,0,6485,Defaulted
80,16,Self Employed,UK,6610,47000,Rent,2,23614,Paid
79,54,Unemployed,UK,0,34500,Own,0,24657,Paid
45,27,Self Employed,UK,3870,22500,Mortgage,2,14391,Paid
83,36,Self Employed,UK,820,34500,Rent,2,25737,Defaulted
36,10,Employed,UK,9180,42000,Own,0,35486,Defaulted
83,56,Unemployed,UK,1310,42500,Own,3,3222,Defaulted
32,2,Self Employed,UK,9690,50000,Own,1,35622,Defaulted
73,56,Self Employed,UK,4850,29500,Own,0,3977,Defaulted
64,36,Self Employed,UK,0,24000,Own,1,3083,Defaulted
59,39,Self Employed,UK,7030,17500,Mortgage,1,14776,Defaulted
23,2,Self Employed,UK,140,18000,Mortgage,1,9923,Paid
55,36,Employed,UK,8290,37000,Mortgage,1,35697,Defaulted
24,7,Self Employed,UK,4640,51500,Own,3,38083,Defaulted
38,12,Self Employed,UK,4280,41500,Rent,0,34415,Paid
73,24,Employed,UK,2400,17000,Own,2,1183,Defaulted
60,13,Self Employed,UK,2050,49000,Own,3,13982,Defaulted
63,3,Self Employed,UK,4980,40500,Mortgage,2,22886,Defaulted
45,9,Unemployed,UK,8830,42000,Mortgage,2,11881,Defaulted
86,34,Self Employed,UK,5690,13000,Own,3,6095,Paid
55,27,Self Employed,UK,9250,51500,Own,0,8450,Defaulted
18,1,Self Employed,UK,620,40500,Mortgage,0,4692,Defaulted
64,37,Self Employed,UK,4620,32500,Own,2,11705,Defaulted
47,20,Unemployed,UK,930,27000,Rent,0,23263,Paid
82,29,Self Employed,UK,650,53500,Mortgage,0,30856,Defaulted
63,33,Employed,UK,2690,41000,Own,0,29506,Paid
50,24,Unemployed,UK,2590,37500,Mortgage,1,16096,Paid
68,40,Unemployed,UK,60,45000,Own,0,16758,Paid
41,24,Employed,UK,0,38500,Own,0,16756,Paid
31,9,Self Employed,UK,340,18000,Mortgage,0,14478,Defaulted
66,28,Self Employed,UK,1770,50500,Mortgage,2,38826,Defaulted
17,1,Unemployed,UK,420,45500,Mortgage,1,11857,Paid
20,3,Self Employed,UK,50,35500,Mortgage,0,13042,Defaulted
30,10,Self Employed,UK,0,51000,Own,2,13248,Defaulted
71,25,Self Employed,UK,250,52500,Rent,0,22257,Paid
55,32,Self Employed,UK,130,36500,Own,3,2958,Defaulted
26,1,Unemployed,UK,190,21500,Rent,0,11165,Paid
83,12,Self Employed,UK,1110,37000,Own,0,1193,Paid
54,17,Self Employed,UK,7120,45500,Mortgage,1,8003,Defaulted
61,16,Unemployed,UK,250,41000,Own,0,5962,Paid
55,35,Self Employed,UK,1210,46500,Own,1,37327,Defaulted
72,19,Self Employed,UK,4020,37000,Mortgage,1,23466,Defaulted
59,10,Unemployed,UK,1430,47000,Own,1,22696,Paid
65,37,Self Employed,UK,2520,30500,Rent,0,28947,Paid
49,18,Employed,UK,750,43000,Mortgage,0,3505,Paid
60,5,Unemployed,UK,140,18500,Mortgage,0,4186,Paid
76,30,Unemployed,UK,7530,43500,Mortgage,1,20475,Paid
75,25,Employed,UK,0,38000,Own,0,21329,Paid
20,1,Employed,UK,2760,41000,Mortgage,1,23398,Paid
65,17,Self Employed,UK,980,53000,Own,3,2969,Defaulted
87,70,Employed,UK,4340,36000,Mortgage,0,5605,Paid
68,7,Self Employed,UK,2510,17000,Mortgage,2,2519,Defaulted
61,35,Unemployed,UK,5110,28000,Own,2,14052,Defaulted
82,55,Self Employed,UK,1120,44500,Own,1,34485,Paid
32,15,Unemployed,UK,4910,46500,Own,2,34064,Defaulted
89,7,Unemployed,UK,210,44000,Rent,1,31238,Paid
58,5,Unemployed,UK,7650,54000,Rent,3,31259,Defaulted
81,15,Self Employed,UK,330,48000,Mortgage,2,11867,Defaulted
85,9,Unemployed,UK,1410,33500,Mortgage,0,23338,Defaulted
76,20,Self Employed,UK,1950,44500,Mortgage,1,22622,Defaulted
65,4,Self Employed,UK,5800,13500,Own,0,12047,Paid
58,31,Unemployed,UK,7840,28500,Own,0,20894,Defaulted
67,16,Self Employed,UK,7300,49000,Own,0,32957,Defaulted
75,2,Self Employed,UK,1410,33000,Own,0,15375,Paid
61,9,Unemployed,UK,1950,42500,Rent,0,10111,Paid
72,3,Employed,UK,2050,23500,Own,0,21163,Paid
33,10,Self Employed,UK,90,26000,Own,1,11187,Paid
54,11,Self Employed,UK,700,52500,Own,0,35930,Paid
34,6,Unemployed,UK,2920,50500,Own,3,28589,Defaulted
34,9,Unemployed,UK,1870,50000,Own,0,21596,Paid
26,5,Unemployed,UK,290,41000,Own,2,6420,Defaulted
21,2,Self Employed,UK,1110,46000,Mortgage,0,4024,Defaulted
38,3,Unemployed,UK,4660,50000,Mortgage,2,14823,Defaulted
36,13,Self Employed,UK,2860,50500,Mortgage,1,23365,Paid
24,3,Self Employed,UK,1060,39500,Own,0,20584,Paid
70,23,Self Employed,UK,3310,52500,Own,3,33190,Paid
25,4,Unemployed,UK,4000,33000,Own,0,2259,Defaulted
30,5,Self Employed,UK,1760,45000,Own,2,9831,Paid
88,47,Self Employed,UK,1940,14500,Own,0,13104,Paid
53,3,Self Employed,UK,7810,46000,Own,1,39445,Paid
83,13,Unemployed,UK,4520,42500,Own,2,40677,Paid
47,24,Employed,UK,5580,39000,Mortgage,2,37557,Paid
58,18,Self Employed,UK,3180,26500,Rent,0,9777,Paid
80,61,Self Employed,UK,2200,51500,Rent,0,5697,Paid
20,2,Unemployed,UK,4340,38500,Own,2,23171,Defaulted
26,2,Self Employed,UK,4510,46000,Own,0,7689,Paid
78,33,Self Employed,UK,4290,41000,Own,0,28271,Paid
18,1,Unemployed,UK,1870,54000,Rent,1,23561,Paid
62,35,Self Employed,UK,180,39000,Mortgage,0,10832,Defaulted
34,11,Self Employed,UK,3680,38000,Mortgage,2,4137,Defaulted
65,16,Self Employed,UK,150,42500,Mortgage,0,33554,Defaulted
41,21,Employed,UK,0,18500,Own,1,3822,Paid
51,11,Self Employed,UK,300,42000,Mortgage,0,1201,Paid
41,2,Self Employed,UK,7400,42000,Mortgage,2,13033,Defaulted
71,21,Employed,UK,6080,47000,Mortgage,2,2240,Defaulted
41,12,Self Employed,UK,40,36500,Mortgage,1,12721,Paid
26,4,Employed,UK,30,43500,Mortgage,1,39356,Paid
44,21,Self Employed,UK,40,35000,Own,1,18233,Defaulted
83,35,Self Employed,UK,8320,50000,Rent,2,21982,Paid
67,16,Self Employed,UK,340,23500,Rent,3,7033,Paid
51,21,Self Employed,UK,330,16000,Own,0,3532,Paid
31,9,Self Employed,UK,8730,41500,Rent,0,30024,Defaulted
32,4,Unemployed,UK,2380,44000,Rent,1,8348,Paid
70,52,Unemployed,UK,980,14500,Own,3,2202,Defaulted
56,15,Unemployed,UK,9400,50000,Mortgage,1,42851,Paid
48,15,Unemployed,UK,9950,20000,Own,3,1017,Defaulted
61,13,Unemployed,UK,1080,53500,Rent,0,7106,Paid
40,7,Unemployed,UK,8410,36500,Own,0,3153,Defaulted
63,28,Self Employed,UK,10,40000,Mortgage,0,22567,Paid
62,15,Self Employed,UK,9780,53000,Mortgage,1,43236,Defaulted
26,4,Self Employed,UK,3090,35500,Own,3,13457,Defaulted
39,11,Unemployed,UK,7970,44500,Mortgage,0,4361,Paid
21,2,Unemployed,UK,2980,46500,Mortgage,0,21519,Defaulted
81,64,Unemployed,UK,8020,42000,Mortgage,0,19900,Defaulted
67,10,Unemployed,UK,6120,51000,Own,0,39721,Paid
24,7,Self Employed,UK,8250,16000,Own,2,13574,Paid
53,35,Self Employed,UK,2720,51000,Rent,2,43504,Defaulted
81,57,Self Employed,UK,950,53000,Mortgage,0,35095,Defaulted
82,1,Unemployed,UK,8720,51500,Mortgage,0,44711,Defaulted
17,1,Unemployed,UK,2100,18000,Rent,0,7214,Paid
25,5,Self Employed,UK,10,42000,Rent,1,37058,Paid
46,11,Self Employed,UK,1030,51500,Rent,0,625,Paid
38,20,Self Employed,UK,0,45500,Own,3,18376,Defaulted
83,52,Self Employed,UK,9100,38500,Mortgage,3,13979,Defaulted
70,6,Self Employed,UK,2650,44500,Own,0,12939,Paid
39,2,Self Employed,UK,3730,41500,Own,1,14255,Paid
87,10,Self Employed,UK,8170,39500,Rent,1,14892,Defaulted
33,6,Self Employed,UK,5240,47500,Own,0,43214,Defaulted
18,1,Self Employed,UK,810,25000,Own,0,6362,Paid
20,1,Self Employed,UK,1490,38500,Own,0,37668,Paid
32,1,Self Employed,UK,2500,46500,Mortgage,0,37594,Paid
60,24,Employed,UK,4190,32500,Rent,0,19317,Defaulted
33,10,Unemployed,UK,9630,51000,Mortgage,0,26108,Paid
64,30,Unemployed,UK,20,48000,Rent,1,8515,Paid
57,28,Employed,UK,8740,52000,Mortgage,0,50778,Defaulted
85,5,Self Employed,UK,1070,33000,Mortgage,0,23555,Paid
39,5,Unemployed,UK,960,32000,Mortgage,1,13496,Paid
42,6,Self Employed,UK,7610,23500,Own,2,16309,Defaulted
70,40,Unemployed,UK,6490,40000,Mortgage,3,8446,Defaulted
45,5,Self Employed,UK,680,45500,Own,1,24104,Paid
57,10,Unemployed,UK,20,33000,Own,0,26915,Paid
18,1,Self Employed,UK,1380,50500,Mortgage,1,41055,Paid
20,1,Self Employed,UK,2670,28000,Own,1,17709,Paid
57,18,Self Employed,UK,380,30000,Mortgage,2,14591,Defaulted
27,7,Self Employed,UK,7150,21000,Own,2,11017,Defaulted
71,14,Employed,UK,3430,7500,Mortgage,0,4763,Paid
44,11,Self Employed,UK,690,45000,Rent,1,27712,Paid
35,7,Self Employed,UK,1920,34000,Own,2,23928,Defaulted
66,17,Unemployed,UK,5020,54000,Rent,1,3586,Paid
79,12,Unemployed,UK,5370,50000,Own,2,32416,Paid
17,1,Self Employed,UK,4840,10000,Rent,3,2583,Defaulted
59,1,Employed,UK,960,50500,Mortgage,3,27654,Defaulted
49,16,Self Employed,UK,9270,54500,Mortgage,0,37275,Defaulted
37,9,Self Employed,UK,350,17000,Own,1,8857,Defaulted
65,29,Self Employed,UK,4060,9500,Own,3,864,Defaulted
25,3,Self Employed,UK,6990,28000,Own,0,8626,Paid
28,2,Self Employed,UK,2730,25000,Own,0,16606,Paid
71,37,Self Employed,UK,2900,19000,Own,0,6563,Paid
20,1,Unemployed,UK,30,31500,Own,1,3283,Defaulted
49,5,Employed,UK,0,52500,Own,2,3641,Paid
60,13,Unemployed,UK,990,52500,Own,2,47176,Defaulted
74,36,Unemployed,UK,2560,48000,Own,1,29187,Paid
85,61,Unemployed,UK,3130,42500,Own,2,8176,Defaulted
30,5,Self Employed,UK,60,30500,Rent,0,26124,Defaulted
69,6,Self Employed,UK,1840,38000,Mortgage,2,24450,Defaulted
39,2,Employed,UK,9360,53000,Mortgage,0,20619,Defaulted
53,9,Employed,UK,6650,43000,Mortgage,1,23271,Paid
57,28,Self Employed,UK,10,18500,Own,0,3219,Paid
20,3,Employed,UK,1140,27000,Rent,3,7181,Defaulted
67,24,Employed,UK,230,30000,Own,1,11688,Paid
46,2,Self Employed,UK,3200,49000,Rent,1,26276,Defaulted
86,41,Self Employed,UK,620,26500,Own,1,14725,Defaulted
62,17,Self Employed,UK,7200,25000,Rent,0,17061,Paid
28,5,Self Employed,UK,6260,29000,Own,1,28689,Paid
33,12,Unemployed,UK,400,49000,Own,1,21223,Defaulted
82,57,Self Employed,UK,750,27000,Mortgage,2,510,Defaulted
19,1,Self Employed,UK,330,40000,Mortgage,3,15131,Defaulted
87,4,Employed,UK,760,31500,Own,0,8574,Defaulted
84,23,Unemployed,UK,390,30500,Mortgage,1,26034,Defaulted
67,32,Self Employed,UK,6760,32500,Own,0,29124,Paid
65,12,Unemployed,UK,1400,47000,Own,0,38778,Paid
40,20,Unemployed,UK,2830,48000,Own,3,15269,Defaulted
84,24,Self Employed,UK,2200,51500,Own,1,23856,Paid
77,3,Unemployed,UK,440,43500,Mortgage,0,6124,Paid
18,1,Unemployed,UK,20,38000,Own,2,29872,Paid
57,1,Employed,UK,170,22500,Own,1,14767,Paid
74,18,Unemployed,UK,8450,40000,Mortgage,2,26267,Paid
35,15,Self Employed,UK,1600,41500,Mortgage,0,5695,Paid
80,51,Self Employed,UK,1270,52500,Own,1,46439,Paid
78,9,Unemployed,UK,230,53000,Mortgage,1,19698,Paid
32,1,Unemployed,UK,2520,52500,Own,0,46134,Paid
47,9,Employed,UK,8800,43500,Mortgage,0,37657,Defaulted
34,14,Unemployed,UK,210,12000,Mortgage,0,5153,Paid
46,5,Unemployed,UK,4920,37000,Mortgage,0,12259,Paid
25,2,Self Employed,UK,10,27000,Own,2,20671,Defaulted
68,5,Self Employed,UK,180,24000,Mortgage,0,9328,Paid
56,30,Self Employed,UK,3810,36500,Own,0,459,Paid
25,6,Unemployed,UK,330,44000,Mortgage,0,7005,Paid
58,32,Self Employed,UK,1630,48000,Rent,1,10573,Paid
26,8,Unemployed,UK,10,37500,Rent,0,6521,Paid
34,12,Self Employed,UK,2670,52000,Mortgage,2,10833,Paid
63,36,Unemployed,UK,7430,8000,Mortgage,1,4226,Paid
21,4,Self Employed,UK,1090,44000,Rent,0,20456,Paid
69,49,Unemployed,UK,1900,48500,Own,0,22881,Defaulted
50,14,Self Employed,UK,1460,53500,Own,0,2226,Defaulted
72,47,Unemployed,UK,5860,31000,Own,3,14565,Defaulted
19,2,Unemployed,UK,150,31500,Rent,0,10187,Paid
62,21,Self Employed,UK,6000,48000,Own,1,20648,Defaulted
51,4,Self Employed,UK,1930,30500,Mortgage,2,14549,Defaulted
18,1,Unemployed,UK,1510,51500,Mortgage,1,10784,Defaulted
39,22,Unemployed,UK,8120,42000,Mortgage,3,24655,Defaulted
45,17,Self Employed,UK,0,36000,Mortgage,1,27930,Paid
43,4,Employed,UK,380,24000,Mortgage,2,23400,Defaulted
60,30,Unemployed,UK,8270,36000,Own,3,6089,Defaulted
20,3,Self Employed,UK,3600,49000,Rent,2,29625,Defaulted
77,35,Unemployed,UK,5500,24000,Mortgage,0,13549,Paid
53,7,Self Employed,UK,4110,44500,Own,0,19262,Paid
33,1,Employed,UK,2510,23000,Own,0,7019,Paid
23,4,Self Employed,UK,1260,54000,Mortgage,2,51673,Defaulted
75,54,Self Employed,UK,4440,46000,Own,3,16940,Defaulted
67,9,Self Employed,UK,5520,38000,Mortgage,0,16764,Paid
30,3,Employed,UK,9730,44500,Rent,2,25427,Defaulted
37,17,Self Employed,UK,220,12000,Mortgage,3,2392,Paid
84,45,Self Employed,UK,530,33000,Mortgage,0,17146,Paid
84,13,Self Employed,UK,2280,42500,Own,0,41130,Paid
59,32,Employed,UK,2990,37500,Own,1,3039,Paid
28,2,Employed,UK,9020,25000,Rent,3,24065,Defaulted
61,12,Self Employed,UK,210,11500,Own,2,6498,Defaulted
49,20,Unemployed,UK,4170,29000,Mortgage,0,28513,Paid
28,5,Unemployed,UK,1210,30500,Mortgage,0,17391,Paid
23,1,Unemployed,UK,1600,31000,Own,1,7357,Paid
47,6,Self Employed,UK,410,51000,Own,2,23816,Defaulted
24,4,Self Employed,UK,10,47000,Mortgage,0,21857,Paid
41,9,Self Employed,UK,90,38000,Own,0,23232,Paid
42,4,Employed,UK,1330,50000,Own,0,19020,Defaulted
51,17,Self Employed,UK,4330,37000,Mortgage,1,25172,Paid
84,28,Unemployed,UK,8380,41500,Mortgage,0,38201,Defaulted
23,5,Self Employed,UK,1570,52500,Own,1,23003,Paid
52,4,Employed,UK,1470,44000,Own,0,35208,Paid
43,7,Unemployed,UK,0,54500,Rent,0,45514,Defaulted
32,13,Self Employed,UK,3560,33500,Mortgage,3,1412,Defaulted
25,3,Employed,UK,8960,47500,Rent,0,20474,Defaulted
36,9,Self Employed,UK,2650,26500,Own,1,22587,Paid
24,1,Employed,UK,360,46500,Own,3,38858,Paid
57,10,Unemployed,UK,2890,34500,Mortgage,0,28122,Paid
57,10,Self Employed,UK,3050,53500,Own,1,4928,Defaulted
37,18,Self Employed,UK,2030,53000,Own,0,45449,Paid
23,1,Unemployed,UK,1120,46000,Mortgage,2,27691,Paid
30,6,Employed,UK,6340,38000,Own,3,29708,Paid
80,32,Self Employed,UK,7690,26500,Own,0,25334,Paid
38,7,Employed,UK,2990,53500,Own,0,52614,Paid
73,4,Unemployed,UK,1300,45000,Own,0,19892,Defaulted
26,7,Unemployed,UK,1780,49000,Own,0,14086,Paid
69,32,Self Employed,UK,430,50000,Own,0,15183,Paid
80,37,Self Employed,UK,1450,8500,Own,1,740,Paid
78,35,Employed,UK,30,28500,Own,1,7982,Paid
59,38,Unemployed,UK,0,16500,Own,2,3293,Paid
49,20,Self Employed,UK,7450,42000,Own,0,41275,Paid
61,19,Self Employed,UK,9100,27000,Rent,0,4917,Paid
69,32,Self Employed,UK,2700,41500,Own,1,27664,Paid
17,1,Self Employed,UK,6330,37000,Own,0,34355,Paid
29,5,Self Employed,UK,630,28500,Mortgage,0,4685,Paid
89,44,Unemployed,UK,3030,54500,Mortgage,3,12095,Defaulted
33,10,Self Employed,UK,140,48000,Mortgage,1,34162,Defaulted
63,1,Unemployed,UK,9050,27500,Rent,3,2700,Defaulted
64,15,Unemployed,UK,1680,47000,Mortgage,0,9852,Paid
85,8,Unemployed,UK,960,28500,Own,0,17614,Paid
66,48,Employed,UK,2800,28500,Mortgage,0,1824,Defaulted
17,1,Self Employed,UK,8960,53500,Mortgage,3,29851,Defaulted
20,2,Self Employed,UK,1970,43500,Mortgage,0,21577,Defaulted
34,12,Self Employed,UK,4290,46500,Own,0,9731,Paid
83,6,Self Employed,UK,1660,51000,Mortgage,0,32494,Paid
44,13,Unemployed,UK,4980,51500,Mortgage,3,26694,Defaulted
22,5,Self Employed,UK,410,54000,Mortgage,2,23238,Defaulted
54,33,Self Employed,UK,2910,38000,Own,1,1304,Paid
57,9,Self Employed,UK,620,23000,Own,0,10805,Paid
40,14,Self Employed,UK,270,44000,Mortgage,1,19351,Paid
39,12,Self Employed,UK,50,17000,Own,0,8128,Paid
46,2,Employed,UK,1370,43000,Mortgage,0,7750,Defaulted
67,37,Self Employed,UK,1590,38000,Own,1,19438,Paid
43,25,Self Employed,UK,1150,42500,Own,0,6940,Paid
49,30,Employed,UK,2740,34500,Mortgage,3,21270,Paid
51,31,Unemployed,UK,40,54000,Own,0,36942,Paid
51,21,Employed,UK,4770,34000,Rent,0,2137,Paid
78,36,Self Employed,UK,7020,49500,Own,2,48566,Defaulted
42,12,Self Employed,UK,1300,24500,Own,0,2201,Paid
36,10,Employed,UK,180,53500,Mortgage,1,4623,Paid
87,59,Employed,UK,470,11500,Own,1,6657,Paid
72,30,Self Employed,UK,8680,14000,Mortgage,1,10197,Defaulted
17,1,Self Employed,UK,1840,41000,Mortgage,1,8011,Paid
75,46,Self Employed,UK,480,43500,Own,1,5327,Paid
86,11,Unemployed,UK,0,46500,Own,1,28529,Defaulted
60,28,Self Employed,UK,7950,54000,Own,0,42580,Paid
58,8,Self Employed,UK,0,54000,Own,0,10925,Paid
24,6,Unemployed,UK,7400,40000,Mortgage,0,36288,Paid
76,29,Self Employed,UK,4380,40000,Own,0,31774,Paid
46,19,Unemployed,UK,8240,18500,Mortgage,0,5857,Defaulted
64,10,Self Employed,UK,7890,39500,Own,2,37621,Defaulted
70,52,Self Employed,UK,420,32500,Rent,1,18067,Paid
20,1,Unemployed,UK,3100,23000,Mortgage,0,3507,Defaulted
79,3,Unemployed,UK,2310,14000,Own,0,2657,Defaulted
76,41,Employed,UK,5590,24000,Rent,2,18252,Defaulted
41,12,Self Employed,UK,2160,35000,Own,3,23050,Defaulted
72,16,Self Employed,UK,2170,50000,Mortgage,3,21827,Defaulted
87,15,Self Employed,UK,450,51000,Rent,0,39113,Paid
29,2,Retired,UK,550,40500,Rent,2,22719,Defaulted
45,2,Unemployed,UK,180,54000,Rent,1,36127,Paid
71,6,Self Employed,UK,3880,37500,Mortgage,0,31668,Paid
79,26,Self Employed,UK,10,41500,Own,1,26530,Paid
28,6,Self Employed,UK,570,23500,Own,3,6687,Defaulted
66,4,Self Employed,UK,230,37500,Mortgage,0,26033,Paid
69,29,Self Employed,UK,1550,53500,Rent,0,43534,Paid
23,5,Self Employed,UK,5240,36500,Own,1,18730,Paid
